Item ID,Item Name,Category,Brand,Supplier Name,Purchase Price,Selling Price,Stock Quantity,Reorder Level,Expiry Date,Last Restocked Date,Sales Per Month,Days Since Restock,Stock Cluster
18516,Detergent,1,1,Gupta Wholesalers,84.83,109.73,387,10,2023-07-23,2023-02-24,22,844,0
18517,Pen,2,7,Sharma Traders,12.11,16.62,348,50,2023-08-30,2023-01-16,17,883,0
18518,Detergent,2,1,Patel Suppliers,179.28,216.69,94,27,2023-11-17,2023-01-24,39,875,1
18519,Wheat Flour,1,7,Agarwal Mart,221.24,270.93,464,11,2023-11-17,2023-01-28,42,871,0
18520,Notebook,5,8,Gupta Wholesalers,102.3,146.02,17,40,2023-07-05,2023-02-06,6,862,1
18521,Chips,5,5,Verma Distributors,113.12,131.73,280,11,2023-06-01,2023-02-20,85,848,2
18522,Chips,4,3,Gupta Wholesalers,287.77,367.56,41,25,2023-06-01,2023-01-26,32,873,1
18523,Milk,1,3,Sharma Traders,236.07,286.36,254,47,2023-06-01,2023-01-04,82,895,2
18524,Toothpaste,5,9,Agarwal Mart,101.67,124.53,483,38,2023-05-20,2023-02-22,19,846,0
18525,Pen,3,7,Sharma Traders,51.39,71.33,116,35,2023-03-03,2023-01-26,69,873,1
18526,Wheat Flour,2,0,Sharma Traders,263.06,375.13,448,12,2023-02-28,2023-03-02,6,838,0
18527,Chips,0,3,Gupta Wholesalers,466.92,527.83,112,40,2023-07-08,2023-02-28,40,840,1
18528,Toothpaste,1,1,Sharma Traders,155.91,226.89,312,43,2023-07-08,2023-02-04,67,864,2
18529,Chips,6,9,Sharma Traders,329.73,444.8,37,23,2023-07-08,2023-02-22,48,846,1
18530,Detergent,2,4,Agarwal Mart,489.96,648.55,85,25,2023-10-05,2023-02-08,98,860,1
18531,Detergent,3,2,Gupta Wholesalers,140.86,180.46,22,37,2023-02-22,2023-02-12,7,856,1
18532,Shampoo,6,1,Patel Suppliers,166.42,189.2,388,19,2023-02-22,2023-02-11,37,857,0
18533,Soap,3,2,Gupta Wholesalers,209.27,255.35,140,19,2023-05-15,2023-01-07,95,892,1
18534,Milk,1,3,Agarwal Mart,150.73,200.79,469,20,2023-05-15,2023-02-04,28,864,0
18535,Shampoo,5,3,Patel Suppliers,364.74,490.57,405,39,2023-03-11,2023-02-03,39,865,0
18536,Detergent,3,6,Verma Distributors,55.5,61.52,199,44,2023-03-06,2023-02-17,72,851,2
18537,Milk,3,6,Verma Distributors,329.27,389.92,308,19,2023-04-11,2023-01-31,94,868,2
18538,Soap,1,3,Verma Distributors,374.53,509.52,450,25,2023-04-11,2023-02-10,83,858,0
18539,Chips,6,8,Verma Distributors,217.85,309.42,474,18,2023-04-11,2023-02-06,89,862,0
18540,Milk,3,2,Verma Distributors,130.17,180.47,492,29,2023-07-01,2023-01-28,45,871,0
18541,Rice,3,1,Agarwal Mart,370.17,434.77,171,29,2023-02-04,2023-01-08,72,891,2
18542,Chips,4,8,Verma Distributors,129.46,191.35,382,17,2023-02-04,2023-01-31,66,868,0
18543,Wheat Flour,5,3,Verma Distributors,136.08,158.64,194,18,2023-04-09,2023-02-01,21,867,2
18544,Wheat Flour,1,3,Sharma Traders,256.81,384.19,354,19,2023-04-09,2023-01-11,10,888,0
18545,Soap,5,0,Verma Distributors,14.95,18.83,253,49,2023-10-23,2023-02-04,51,864,2
18546,Notebook,6,0,Sharma Traders,183.24,240.93,482,41,2023-10-23,2023-02-28,63,840,0
18547,Shampoo,4,8,Gupta Wholesalers,254.05,322.7,413,18,2023-10-23,2023-01-04,22,895,0
18548,Shampoo,3,4,Patel Suppliers,62.95,78.75,355,15,2023-02-12,2023-01-29,70,870,0
18549,Chips,4,2,Verma Distributors,199.44,279.12,78,35,2023-02-12,2023-02-13,73,855,1
18550,Soap,6,8,Patel Suppliers,406.83,549.25,414,25,2023-02-12,2023-01-29,30,870,0
18551,Toothpaste,4,1,Agarwal Mart,372.33,511.36,291,24,2023-02-12,2023-01-14,82,885,2
18552,Chips,6,7,Patel Suppliers,482.4,551.23,491,31,2023-02-12,2023-02-20,51,848,0
18553,Toothpaste,4,6,Gupta Wholesalers,100.48,112.26,406,41,2023-02-12,2023-01-13,11,886,0
18554,Shampoo,3,9,Gupta Wholesalers,336.54,382.4,345,29,2023-12-06,2023-02-22,5,846,0
18555,Detergent,2,5,Gupta Wholesalers,385.32,554.79,163,31,2023-07-17,2023-01-26,24,873,1
18556,Detergent,0,3,Gupta Wholesalers,476.17,711.82,179,40,2023-02-23,2023-02-26,66,842,2
18557,Shampoo,4,9,Verma Distributors,228.09,260.32,107,49,2023-02-23,2023-01-07,41,892,1
18558,Toothpaste,0,7,Patel Suppliers,185.59,229.51,1,40,2023-03-27,2023-01-28,58,871,1
18559,Notebook,3,0,Verma Distributors,67.25,95.82,355,15,2023-08-27,2023-02-23,83,845,0
18560,Milk,0,2,Verma Distributors,471.54,655.21,135,19,2023-11-12,2023-01-13,31,886,1
18561,Toothpaste,4,6,Agarwal Mart,263.97,337.39,32,10,2023-11-12,2023-01-25,91,874,1
18562,Wheat Flour,5,8,Agarwal Mart,484.95,671.33,290,38,2023-12-07,2023-02-05,41,863,2
18563,Toothpaste,3,6,Agarwal Mart,158.9,189.03,201,22,2023-07-18,2023-01-03,19,896,2
18564,Soap,5,4,Sharma Traders,271.7,354.75,134,40,2023-05-15,2023-01-22,87,877,1
18565,Rice,0,4,Verma Distributors,245.78,310.82,165,15,2023-10-22,2023-01-16,28,883,1
18566,Notebook,1,2,Verma Distributors,53.63,64.08,323,33,2023-10-22,2023-01-15,93,884,2
18567,Detergent,3,7,Verma Distributors,314.32,411.03,109,25,2023-10-14,2023-02-07,23,861,1
18568,Notebook,0,3,Patel Suppliers,421.83,612.18,44,37,2023-07-19,2023-02-22,7,846,1
18569,Soap,0,3,Verma Distributors,141.08,169.57,162,18,2023-02-18,2023-01-31,13,868,1
18570,Detergent,2,8,Verma Distributors,402.27,468.73,91,26,2023-02-03,2023-01-07,9,892,1
18571,Rice,0,2,Patel Suppliers,301.06,393.13,266,31,2023-05-22,2023-01-10,85,889,2
18572,Pen,0,8,Sharma Traders,254.25,336.66,206,12,2023-12-31,2023-01-05,34,894,2
18573,Toothpaste,4,7,Agarwal Mart,469.21,530.38,295,28,2023-12-31,2023-02-21,20,847,2
18574,Milk,1,8,Sharma Traders,311.37,411.96,447,33,2023-12-31,2023-02-08,79,860,0
18575,Pen,0,0,Verma Distributors,221.7,251.08,47,12,2023-05-09,2023-02-16,28,852,1
18576,Shampoo,3,4,Verma Distributors,477.81,538.99,152,15,2023-05-04,2023-01-03,86,896,1
18577,Rice,5,4,Sharma Traders,361.53,517.55,496,41,2023-10-28,2023-01-11,45,888,0
18578,Soap,4,9,Patel Suppliers,316.55,422.96,42,19,2023-10-28,2023-01-10,45,889,1
18579,Soap,4,3,Agarwal Mart,272.91,404.3,486,23,2023-10-28,2023-01-16,40,883,0
18580,Pen,0,9,Patel Suppliers,420.5,487.21,66,11,2023-03-05,2023-03-01,78,839,1
18581,Toothpaste,5,8,Sharma Traders,64.35,75.77,37,26,2023-03-18,2023-01-15,94,884,1
18582,Shampoo,1,2,Patel Suppliers,415.47,588.13,333,22,2023-03-18,2023-02-13,49,855,2
18583,Detergent,2,5,Agarwal Mart,21.42,31.27,316,47,2023-03-27,2023-02-10,40,858,2
18584,Pen,2,1,Sharma Traders,406.18,468.07,217,24,2023-06-13,2023-01-27,82,872,2
18585,Notebook,2,7,Agarwal Mart,137.31,205.93,60,23,2023-07-14,2023-02-13,27,855,1
18586,Toothpaste,6,7,Patel Suppliers,217.65,244.53,354,39,2023-07-14,2023-01-23,30,876,0
18587,Detergent,3,5,Verma Distributors,131.72,146.25,491,22,2023-10-18,2023-02-22,39,846,0
18588,Pen,3,2,Agarwal Mart,269.94,312.02,319,13,2023-05-05,2023-01-09,28,890,2
18589,Notebook,0,3,Verma Distributors,391.21,580.47,203,40,2023-03-12,2023-02-08,93,860,2
18590,Detergent,4,8,Patel Suppliers,289.99,419.85,330,39,2023-03-12,2023-02-04,9,864,2
18591,Milk,2,0,Agarwal Mart,331.83,453.55,297,12,2023-04-22,2023-01-09,32,890,2
18592,Detergent,4,1,Agarwal Mart,196.85,279.68,443,12,2023-04-22,2023-01-31,11,868,0
18593,Chips,0,1,Sharma Traders,412.8,469.17,132,45,2023-07-15,2023-01-25,13,874,1
18594,Shampoo,3,9,Verma Distributors,235.37,303.53,356,50,2023-10-02,2023-01-11,98,888,0
18595,Notebook,4,3,Sharma Traders,410.26,488.34,215,26,2023-10-02,2023-02-18,73,850,2
18596,Shampoo,6,3,Agarwal Mart,338.8,462.04,197,30,2023-10-02,2023-01-08,11,891,2
18597,Notebook,2,4,Agarwal Mart,134.4,184.27,169,38,2023-04-14,2023-02-19,66,849,1
18598,Shampoo,4,3,Verma Distributors,94.08,109.97,261,48,2023-04-14,2023-01-20,73,879,2
18599,Milk,0,3,Sharma Traders,113.06,150.16,123,11,2023-04-27,2023-02-23,23,845,1
18600,Toothpaste,1,0,Patel Suppliers,408.25,561.99,378,10,2023-04-27,2023-01-23,73,876,0
18601,Chips,5,3,Agarwal Mart,204.97,254.68,485,21,2023-12-09,2023-01-24,39,875,0
18602,Rice,1,5,Sharma Traders,286.82,348.21,244,29,2023-12-09,2023-01-16,76,883,2
18603,Detergent,3,5,Gupta Wholesalers,178.25,225.97,403,10,2023-10-07,2023-01-06,42,893,0
18604,Chips,2,7,Gupta Wholesalers,395.36,465.51,89,30,2023-12-09,2023-01-24,81,875,1
18605,Wheat Flour,0,3,Gupta Wholesalers,497.88,668.15,294,19,2023-03-19,2023-01-04,31,895,2
18606,Detergent,1,3,Verma Distributors,278.76,398.09,497,46,2023-03-19,2023-01-28,76,871,0
18607,Milk,4,0,Gupta Wholesalers,354.94,440.07,45,49,2023-03-19,2023-03-01,5,839,1
18608,Toothpaste,6,1,Patel Suppliers,301.57,425.42,475,12,2023-03-19,2023-01-19,55,880,0
18609,Wheat Flour,5,2,Gupta Wholesalers,426.83,556.12,151,12,2023-11-05,2023-02-07,25,861,1
18610,Notebook,1,3,Gupta Wholesalers,151.47,193.46,144,18,2023-11-05,2023-02-27,24,841,1
18611,Chips,2,7,Verma Distributors,193.93,250.23,395,37,2023-10-02,2023-02-20,57,848,0
18612,Chips,5,2,Gupta Wholesalers,123.64,155.57,192,28,2023-04-29,2023-01-03,84,896,2
18613,Notebook,0,2,Gupta Wholesalers,343.35,454.39,61,28,2023-10-30,2023-01-14,53,885,1
18614,Rice,1,3,Sharma Traders,154.43,218.64,376,29,2023-10-30,2023-01-03,77,896,0
18615,Chips,1,9,Verma Distributors,429.8,635.27,86,44,2023-10-30,2023-01-29,90,870,1
18616,Detergent,6,7,Patel Suppliers,428.66,600.33,448,41,2023-10-30,2023-01-11,38,888,0
18617,Wheat Flour,6,7,Verma Distributors,432.11,609.73,318,23,2023-10-30,2023-01-21,18,878,2
18618,Detergent,5,7,Gupta Wholesalers,211.91,239.82,124,18,2023-09-03,2023-01-18,95,881,1
18619,Rice,6,2,Verma Distributors,376.06,479.88,408,22,2023-09-03,2023-02-17,87,851,0
18620,Shampoo,6,9,Gupta Wholesalers,330.74,381.61,337,10,2023-09-03,2023-01-30,82,869,0
18621,Toothpaste,2,6,Agarwal Mart,445.96,648.92,345,26,2023-05-20,2023-01-27,95,872,0
18622,Notebook,5,2,Gupta Wholesalers,457.21,664.23,274,12,2023-08-09,2023-01-30,44,869,2
18623,Chips,4,5,Patel Suppliers,83.84,99.87,418,42,2023-08-09,2023-02-17,27,851,0
18624,Detergent,2,6,Agarwal Mart,346.84,449.44,203,12,2023-12-30,2023-02-20,95,848,2
18625,Detergent,3,0,Patel Suppliers,222.4,294.2,186,20,2023-10-20,2023-01-11,97,888,2
18626,Soap,4,9,Gupta Wholesalers,57.08,67.42,327,48,2023-10-20,2023-02-06,32,862,2
18627,Pen,1,9,Verma Distributors,111.29,150.71,303,33,2023-10-20,2023-02-16,11,852,2
18628,Toothpaste,2,7,Gupta Wholesalers,330.69,472.81,303,46,2023-09-08,2023-01-23,26,876,2
18629,Toothpaste,4,0,Gupta Wholesalers,359.56,447.77,87,13,2023-09-08,2023-01-19,81,880,1
18630,Rice,2,6,Verma Distributors,329.31,430.74,242,23,2023-12-30,2023-02-23,85,845,2
18631,Soap,2,9,Agarwal Mart,54.85,63.74,335,45,2023-09-18,2023-01-04,31,895,2
18632,Toothpaste,1,5,Gupta Wholesalers,312.99,447.57,184,10,2023-09-18,2023-02-15,61,853,2
18633,Rice,2,6,Gupta Wholesalers,120.31,135.51,84,44,2023-12-23,2023-02-03,34,865,1
18634,Shampoo,5,3,Patel Suppliers,450.19,499.86,48,27,2023-07-27,2023-01-20,43,879,1
18635,Wheat Flour,1,3,Gupta Wholesalers,476.97,615.52,470,29,2023-07-27,2023-01-28,28,871,0
18636,Rice,0,7,Agarwal Mart,426.29,555.29,19,31,2023-05-21,2023-01-23,48,876,1
18637,Milk,1,0,Patel Suppliers,420.87,551.98,478,36,2023-05-21,2023-01-22,51,877,0
18638,Milk,0,3,Patel Suppliers,475.0,678.31,129,50,2023-03-20,2023-01-26,63,873,1
18639,Rice,4,8,Verma Distributors,413.77,507.85,134,30,2023-03-20,2023-02-26,99,842,1
18640,Pen,3,3,Agarwal Mart,468.23,649.91,381,36,2023-08-10,2023-01-24,97,875,0
18641,Chips,4,1,Sharma Traders,39.61,59.34,252,45,2023-08-10,2023-02-11,84,857,2
18642,Pen,4,2,Gupta Wholesalers,67.4,92.13,262,36,2023-08-10,2023-02-10,9,858,2
18643,Rice,6,0,Gupta Wholesalers,154.58,224.21,121,45,2023-08-10,2023-01-14,92,885,1
18644,Toothpaste,1,0,Agarwal Mart,493.01,576.05,131,22,2023-08-10,2023-01-24,46,875,1
18645,Detergent,0,3,Agarwal Mart,112.28,134.37,177,23,2023-11-20,2023-01-25,6,874,2
18646,Notebook,1,0,Agarwal Mart,145.71,213.55,94,39,2023-11-20,2023-02-21,10,847,1
18647,Pen,6,9,Gupta Wholesalers,215.82,276.37,106,11,2023-11-20,2023-01-18,90,881,1
18648,Notebook,1,0,Sharma Traders,486.2,602.25,121,33,2023-11-20,2023-02-02,37,866,1
18649,Notebook,5,5,Patel Suppliers,136.54,152.92,460,37,2023-08-29,2023-01-22,31,877,0
18650,Toothpaste,3,6,Sharma Traders,252.01,350.43,328,50,2023-02-21,2023-02-28,67,840,2
18651,Rice,5,8,Gupta Wholesalers,126.5,165.25,335,25,2023-10-18,2023-02-06,50,862,2
18652,Detergent,2,1,Gupta Wholesalers,374.87,434.21,467,29,2023-06-06,2023-01-14,9,885,0
18653,Milk,3,0,Agarwal Mart,387.61,481.46,444,28,2023-02-10,2023-02-20,28,848,0
18654,Toothpaste,6,2,Gupta Wholesalers,207.05,240.31,444,21,2023-02-10,2023-01-08,20,891,0
18655,Rice,0,5,Sharma Traders,281.2,329.97,92,18,2023-08-26,2023-02-05,22,863,1
18656,Chips,2,1,Gupta Wholesalers,472.19,633.07,68,46,2023-03-14,2023-02-07,65,861,1
18657,Notebook,6,1,Sharma Traders,407.35,549.88,232,10,2023-03-14,2023-02-26,83,842,2
18658,Rice,3,2,Sharma Traders,466.99,695.44,351,12,2023-07-01,2023-01-11,29,888,0
18659,Notebook,6,2,Gupta Wholesalers,331.15,489.86,304,14,2023-07-01,2023-02-21,76,847,2
18660,Toothpaste,2,1,Agarwal Mart,114.27,148.05,69,41,2023-03-14,2023-02-02,52,866,1
18661,Wheat Flour,6,2,Agarwal Mart,61.47,74.94,180,22,2023-03-14,2023-02-22,34,846,2
18662,Detergent,6,6,Sharma Traders,244.16,362.35,317,31,2023-03-14,2023-01-23,51,876,2
18663,Rice,0,2,Verma Distributors,410.13,453.48,86,39,2023-04-11,2023-02-03,53,865,1
18664,Chips,1,3,Agarwal Mart,158.52,197.92,352,21,2023-04-11,2023-02-20,53,848,0
18665,Rice,3,0,Sharma Traders,76.4,105.8,140,13,2023-04-19,2023-02-26,84,842,1
18666,Shampoo,1,1,Patel Suppliers,378.41,545.67,36,49,2023-04-19,2023-01-18,78,881,1
18667,Detergent,4,8,Verma Distributors,482.75,541.84,312,34,2023-04-19,2023-01-23,26,876,2
18668,Wheat Flour,0,8,Gupta Wholesalers,279.41,354.61,59,25,2023-12-21,2023-01-18,65,881,1
18669,Detergent,5,9,Sharma Traders,411.11,484.02,480,23,2023-10-15,2023-01-19,72,880,0
18670,Rice,2,1,Verma Distributors,172.45,225.62,255,22,2023-02-20,2023-01-13,54,886,2
18671,Milk,4,8,Gupta Wholesalers,138.52,155.75,379,23,2023-02-20,2023-02-14,65,854,0
18672,Pen,0,3,Agarwal Mart,308.29,370.38,116,13,2023-05-28,2023-01-08,34,891,1
18673,Milk,2,1,Verma Distributors,481.35,693.64,153,26,2023-11-20,2023-01-06,32,893,1
18674,Milk,3,4,Gupta Wholesalers,322.3,462.66,444,43,2023-04-09,2023-02-15,58,853,0
18675,Notebook,6,7,Verma Distributors,231.81,291.42,179,26,2023-04-09,2023-01-30,5,869,2
18676,Toothpaste,3,4,Verma Distributors,160.97,224.03,117,14,2023-10-13,2023-01-14,47,885,1
18677,Rice,1,7,Verma Distributors,67.65,92.61,351,47,2023-10-13,2023-02-15,9,853,0
18678,Soap,1,9,Agarwal Mart,95.01,136.77,90,38,2023-10-13,2023-01-29,96,870,1
18679,Rice,0,0,Agarwal Mart,114.5,160.63,368,40,2023-04-18,2023-02-03,19,865,0
18680,Toothpaste,0,9,Sharma Traders,392.96,497.25,342,46,2023-03-12,2023-01-03,50,896,0
18681,Shampoo,4,6,Patel Suppliers,100.44,113.85,290,43,2023-03-12,2023-02-06,89,862,2
18682,Rice,0,5,Agarwal Mart,106.08,117.75,205,14,2023-12-05,2023-02-14,6,854,2
18683,Shampoo,2,7,Gupta Wholesalers,203.46,271.35,462,30,2023-04-24,2023-02-15,39,853,0
18684,Detergent,5,5,Agarwal Mart,115.6,163.59,17,15,2023-05-15,2023-01-22,25,877,1
18685,Wheat Flour,0,5,Agarwal Mart,366.15,404.24,395,25,2023-07-01,2023-02-12,94,856,0
18686,Toothpaste,2,5,Sharma Traders,457.58,535.87,388,27,2023-05-29,2023-02-23,26,845,0
18687,Notebook,5,6,Gupta Wholesalers,263.5,300.65,7,40,2023-12-18,2023-02-24,20,844,1
18688,Chips,2,0,Agarwal Mart,116.56,155.89,254,28,2023-11-03,2023-01-17,67,882,2
18689,Milk,0,1,Sharma Traders,348.27,409.01,170,25,2023-04-12,2023-02-23,84,845,1
18690,Soap,6,5,Verma Distributors,333.38,426.68,235,29,2023-04-12,2023-02-27,25,841,2
18691,Soap,3,1,Agarwal Mart,276.04,389.78,437,26,2023-06-24,2023-02-03,29,865,0
18692,Pen,6,6,Patel Suppliers,110.02,155.91,405,10,2023-06-24,2023-02-27,6,841,0
18693,Notebook,1,2,Agarwal Mart,246.82,294.44,32,10,2023-06-24,2023-02-10,83,858,1
18694,Shampoo,5,8,Sharma Traders,167.78,190.36,243,36,2023-04-07,2023-01-14,45,885,2
18695,Milk,3,2,Patel Suppliers,366.83,480.6,230,32,2023-09-02,2023-02-16,84,852,2
18696,Milk,0,1,Sharma Traders,386.75,474.93,131,44,2023-08-15,2023-01-28,25,871,1
18697,Detergent,2,4,Patel Suppliers,156.51,229.92,220,45,2023-06-05,2023-01-08,34,891,2
18698,Notebook,3,1,Agarwal Mart,26.06,36.17,163,12,2023-12-03,2023-01-04,95,895,1
18699,Toothpaste,0,6,Patel Suppliers,93.38,111.58,197,48,2023-12-08,2023-01-20,64,879,2
18700,Notebook,5,3,Verma Distributors,375.76,526.01,317,23,2023-04-25,2023-01-23,43,876,2
18701,Shampoo,1,6,Sharma Traders,23.48,29.2,338,20,2023-04-25,2023-02-11,89,857,0
18702,Rice,6,8,Patel Suppliers,131.1,179.08,270,32,2023-04-25,2023-01-23,59,876,2
18703,Soap,1,7,Agarwal Mart,107.33,156.68,374,21,2023-04-25,2023-02-25,67,843,0
18704,Pen,5,8,Gupta Wholesalers,329.55,452.11,114,19,2023-12-31,2023-01-22,24,877,1
18705,Chips,3,7,Patel Suppliers,114.87,143.02,224,21,2023-10-30,2023-02-08,44,860,2
18706,Pen,2,3,Agarwal Mart,273.7,398.64,154,15,2023-11-24,2023-02-24,100,844,1
18707,Pen,2,6,Patel Suppliers,442.82,591.84,273,24,2023-04-01,2023-02-22,90,846,2
18708,Soap,4,3,Agarwal Mart,196.47,222.36,240,19,2023-04-01,2023-01-29,82,870,2
18709,Milk,1,6,Verma Distributors,317.17,383.28,192,38,2023-04-01,2023-02-23,66,845,2
18710,Pen,0,9,Gupta Wholesalers,345.81,513.0,359,41,2023-10-22,2023-01-11,28,888,0
18711,Wheat Flour,0,7,Patel Suppliers,203.78,302.86,251,42,2023-12-21,2023-02-26,46,842,2
18712,Soap,6,8,Sharma Traders,364.2,420.96,276,43,2023-12-21,2023-02-20,72,848,2
18713,Chips,3,5,Patel Suppliers,54.05,79.76,99,45,2023-10-28,2023-02-27,13,841,1
18714,Notebook,4,5,Agarwal Mart,398.95,554.46,255,47,2023-10-28,2023-02-27,90,841,2
18715,Soap,4,5,Gupta Wholesalers,182.95,254.56,323,39,2023-10-28,2023-02-28,26,840,2
18716,Notebook,1,9,Agarwal Mart,403.86,460.16,140,43,2023-10-28,2023-01-17,9,882,1
18717,Rice,3,6,Sharma Traders,451.03,625.57,462,15,2023-07-16,2023-01-28,40,871,0
18718,Detergent,4,6,Gupta Wholesalers,169.74,253.9,412,11,2023-07-16,2023-01-14,37,885,0
18719,Chips,1,7,Verma Distributors,189.34,216.68,1,41,2023-07-16,2023-02-17,88,851,1
18720,Chips,5,1,Patel Suppliers,41.62,59.11,146,33,2023-04-23,2023-02-07,11,861,1
18721,Wheat Flour,0,2,Patel Suppliers,317.45,373.69,359,35,2023-02-23,2023-02-14,87,854,0
18722,Wheat Flour,5,6,Verma Distributors,385.02,550.9,330,33,2023-02-09,2023-01-12,69,887,2
18723,Milk,0,3,Gupta Wholesalers,279.36,351.79,339,18,2023-07-23,2023-02-13,83,855,0
18724,Milk,4,2,Gupta Wholesalers,125.32,162.64,188,29,2023-07-23,2023-02-18,52,850,2
18725,Soap,1,8,Patel Suppliers,196.45,226.04,61,20,2023-07-23,2023-02-27,98,841,1
18726,Chips,1,6,Patel Suppliers,436.71,586.07,278,28,2023-07-23,2023-02-18,69,850,2
18727,Detergent,0,8,Gupta Wholesalers,160.23,182.45,86,16,2023-11-08,2023-01-27,90,872,1
18728,Notebook,2,9,Verma Distributors,164.09,207.1,24,31,2023-03-28,2023-01-12,65,887,1
18729,Milk,1,7,Gupta Wholesalers,23.93,34.84,190,17,2023-03-28,2023-02-12,97,856,2
18730,Soap,1,8,Agarwal Mart,427.88,628.12,435,30,2023-03-28,2023-02-24,75,844,0
18731,Notebook,5,3,Sharma Traders,374.58,499.89,384,26,2023-10-14,2023-01-12,7,887,0
18732,Notebook,2,7,Patel Suppliers,57.69,69.02,12,20,2023-07-10,2023-02-15,34,853,1
18733,Toothpaste,2,2,Sharma Traders,48.32,68.81,327,17,2023-12-24,2023-02-23,78,845,2
18734,Notebook,3,9,Patel Suppliers,155.49,227.6,246,22,2023-12-12,2023-01-02,86,897,2
18735,Pen,5,0,Gupta Wholesalers,129.16,185.76,233,35,2023-01-31,2023-02-24,28,844,2
18736,Pen,2,8,Sharma Traders,483.77,611.56,419,27,2023-05-17,2023-01-11,81,888,0
18737,Notebook,5,9,Patel Suppliers,498.93,595.16,90,11,2023-08-11,2023-01-26,10,873,1
18738,Toothpaste,1,1,Gupta Wholesalers,346.31,387.48,359,30,2023-08-11,2023-02-28,29,840,0
18739,Milk,1,3,Sharma Traders,254.23,281.74,10,43,2023-08-11,2023-01-18,12,881,1
18740,Notebook,1,8,Sharma Traders,337.68,437.37,417,22,2023-08-11,2023-01-09,57,890,0
18741,Soap,2,1,Sharma Traders,11.66,15.78,335,19,2023-05-07,2023-01-09,24,890,2
18742,Pen,0,8,Sharma Traders,295.4,402.05,427,17,2023-11-29,2023-02-25,54,843,0
18743,Notebook,1,9,Verma Distributors,396.93,538.46,424,24,2023-11-29,2023-02-11,15,857,0
18744,Detergent,2,8,Sharma Traders,479.23,564.35,421,22,2023-11-26,2023-01-05,74,894,0
18745,Chips,6,6,Sharma Traders,165.28,191.4,219,14,2023-11-26,2023-02-11,63,857,2
18746,Detergent,5,5,Patel Suppliers,454.48,674.76,403,25,2023-05-13,2023-01-05,21,894,0
18747,Detergent,0,2,Patel Suppliers,347.43,511.04,218,16,2023-11-20,2023-02-09,68,859,2
18748,Detergent,6,5,Verma Distributors,491.55,616.29,123,18,2023-11-20,2023-01-04,48,895,1
18749,Wheat Flour,1,0,Agarwal Mart,48.28,57.51,247,16,2023-11-20,2023-01-05,77,894,2
18750,Shampoo,0,1,Gupta Wholesalers,397.98,570.08,411,20,2023-11-03,2023-02-15,15,853,0
18751,Pen,0,2,Patel Suppliers,301.78,381.39,217,41,2023-07-17,2023-01-23,85,876,2
18752,Toothpaste,0,0,Agarwal Mart,414.02,556.27,115,43,2023-04-17,2023-01-23,8,876,1
18753,Milk,1,9,Patel Suppliers,133.1,161.63,17,32,2023-04-17,2023-02-08,9,860,1
18754,Wheat Flour,2,0,Agarwal Mart,366.13,487.73,368,10,2023-07-31,2023-02-28,64,840,0
18755,Wheat Flour,1,9,Patel Suppliers,51.59,72.88,200,45,2023-07-31,2023-01-27,75,872,2
18756,Soap,5,7,Patel Suppliers,134.4,196.76,337,15,2023-05-17,2023-01-03,69,896,0
18757,Toothpaste,6,6,Patel Suppliers,85.95,113.24,23,29,2023-05-17,2023-01-12,49,887,1
18758,Detergent,4,9,Sharma Traders,89.74,119.2,492,49,2023-05-17,2023-01-18,13,881,0
18759,Rice,0,6,Gupta Wholesalers,117.08,142.78,343,44,2023-07-04,2023-02-25,93,843,0
18760,Chips,1,1,Verma Distributors,161.12,237.96,226,40,2023-07-04,2023-02-14,49,854,2
18761,Pen,4,1,Sharma Traders,234.33,319.11,491,10,2023-07-04,2023-01-06,75,893,0
18762,Milk,0,2,Sharma Traders,400.0,555.17,208,14,2023-05-24,2023-01-07,57,892,2
18763,Notebook,5,9,Gupta Wholesalers,152.17,174.89,70,13,2023-02-24,2023-02-19,10,849,1
18764,Rice,3,2,Sharma Traders,407.21,512.36,224,27,2023-02-12,2023-01-31,18,868,2
18765,Chips,3,7,Sharma Traders,201.17,247.05,168,39,2023-05-10,2023-01-26,63,873,1
18766,Notebook,1,3,Patel Suppliers,323.97,406.48,335,16,2023-05-10,2023-01-24,23,875,2
18767,Milk,0,5,Patel Suppliers,113.06,165.06,198,31,2023-07-14,2023-02-19,78,849,2
18768,Rice,1,3,Sharma Traders,214.19,239.4,188,25,2023-07-14,2023-02-18,95,850,2
18769,Notebook,0,2,Agarwal Mart,304.21,417.35,264,39,2023-07-08,2023-03-02,19,838,2
18770,Chips,0,4,Agarwal Mart,350.39,507.53,90,14,2023-02-15,2023-02-06,92,862,1
18771,Soap,6,8,Gupta Wholesalers,140.07,165.8,307,19,2023-02-15,2023-01-27,36,872,2
18772,Wheat Flour,0,2,Sharma Traders,376.91,557.41,421,13,2023-10-27,2023-02-25,41,843,0
18773,Chips,2,0,Patel Suppliers,296.21,425.54,111,36,2023-05-06,2023-01-13,14,886,1
18774,Shampoo,3,5,Patel Suppliers,405.99,507.4,157,42,2023-03-19,2023-01-23,10,876,1
18775,Rice,0,9,Gupta Wholesalers,239.4,264.03,476,16,2023-08-16,2023-01-03,83,896,0
18776,Shampoo,2,8,Sharma Traders,201.98,279.34,216,15,2023-03-23,2023-02-12,28,856,2
18777,Detergent,0,8,Verma Distributors,351.43,448.8,22,12,2023-02-24,2023-01-03,91,896,1
